time,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation_probability
2025-08-21 06:00:00,77.4,75,83.1,7
2025-08-21 07:00:00,77.4,76,83.3,7
2025-08-21 08:00:00,78.6,82,86.2,7
2025-08-21 09:00:00,83.1,80,93.9,6
2025-08-21 10:00:00,84.9,69,92.7,7
2025-08-21 11:00:00,85.1,69,92.8,4
2025-08-21 12:00:00,86.5,72,98.6,9
2025-08-21 13:00:00,86.5,72,97.1,7
2025-08-21 14:00:00,86.0,73,95.9,10
2025-08-21 15:00:00,86.5,72,96.7,10
2025-08-21 16:00:00,86.3,70,94.5,9
2025-08-21 17:00:00,82.5,80,89.5,9
2025-08-21 18:00:00,82.7,72,89.8,8
2025-08-21 19:00:00,82.7,80,92.9,39
2025-08-21 20:00:00,80.9,83,90.0,39
2025-08-21 21:00:00,80.3,84,89.5,19
2025-08-21 22:00:00,79.0,85,87.2,19
2025-08-21 23:00:00,78.8,86,87.3,19
2025-08-22 00:00:00,78.9,85,87.1,19
2025-08-22 01:00:00,79.3,82,87.2,19
2025-08-22 02:00:00,78.8,82,86.7,19
2025-08-22 03:00:00,85.5,68,91.7,33
2025-08-22 04:00:00,85.5,68,91.9,33
2025-08-22 05:00:00,85.5,68,92.0,33
2025-08-22 06:00:00,85.5,67,91.6,33
2025-08-22 07:00:00,85.5,67,91.3,33
2025-08-22 08:00:00,85.6,66,91.1,33
2025-08-22 09:00:00,86.5,64,91.9,67
2025-08-22 10:00:00,87.3,62,92.6,67
2025-08-22 11:00:00,87.6,62,94.1,67
2025-08-22 12:00:00,89.6,56,96.1,67
2025-08-22 13:00:00,90.5,52,96.7,67
2025-08-22 14:00:00,90.7,53,97.5,67
2025-08-22 15:00:00,90.0,57,96.7,65
2025-08-22 16:00:00,89.4,59,95.7,65
2025-08-22 17:00:00,88.9,60,94.5,65
2025-08-22 18:00:00,88.5,60,93.1,65
2025-08-22 19:00:00,88.3,60,92.7,65
2025-08-22 20:00:00,87.4,59,91.6,65
2025-08-22 21:00:00,86.9,60,91.6,41
2025-08-22 22:00:00,86.7,61,92.1,41
2025-08-22 23:00:00,86.5,61,91.6,41
2025-08-23 00:00:00,86.4,62,91.9,41
2025-08-23 01:00:00,86.0,63,91.2,41
2025-08-23 02:00:00,85.8,63,90.9,41
2025-08-23 03:00:00,85.5,64,90.4,43
2025-08-23 04:00:00,85.3,65,90.2,43
2025-08-23 05:00:00,85.1,66,90.6,43
2025-08-23 06:00:00,84.7,68,91.0,43
2025-08-23 07:00:00,84.7,69,91.6,43
2025-08-23 08:00:00,84.6,69,90.6,43
2025-08-23 09:00:00,85.1,68,91.3,68
2025-08-23 10:00:00,86.4,64,92.3,68
2025-08-23 11:00:00,87.8,61,94.2,68
2025-08-23 12:00:00,88.3,59,95.3,68
2025-08-23 13:00:00,89.1,56,96.5,68
2025-08-23 14:00:00,89.4,55,96.4,68
2025-08-23 15:00:00,89.6,55,96.7,67
2025-08-23 16:00:00,89.6,55,95.8,67
2025-08-23 17:00:00,89.2,56,93.9,67
2025-08-23 18:00:00,88.7,58,93.1,67
2025-08-23 19:00:00,87.8,60,92.4,67
2025-08-23 20:00:00,86.7,62,91.7,67
2025-08-23 21:00:00,86.2,64,91.6,31
2025-08-23 22:00:00,86.0,65,91.7,31
2025-08-23 23:00:00,85.8,66,91.7,31
2025-08-24 00:00:00,85.6,67,91.7,31
2025-08-24 01:00:00,85.5,67,91.2,31
2025-08-24 02:00:00,85.3,67,90.7,31
2025-08-24 03:00:00,85.1,67,90.6,41
2025-08-24 04:00:00,84.9,67,90.5,41
2025-08-24 05:00:00,84.7,68,90.7,41
2025-08-24 06:00:00,84.6,70,91.2,41
2025-08-24 07:00:00,84.2,72,91.3,41
2025-08-24 08:00:00,84.6,70,91.4,41
2025-08-24 09:00:00,85.6,67,92.2,69
2025-08-24 10:00:00,86.9,63,92.9,69
2025-08-24 11:00:00,88.2,59,94.2,69
2025-08-24 12:00:00,88.7,59,96.0,69
2025-08-24 13:00:00,89.4,58,97.0,69
2025-08-24 14:00:00,90.0,57,97.6,69
2025-08-24 15:00:00,89.8,57,96.7,63
2025-08-24 16:00:00,88.9,58,94.9,63
2025-08-24 17:00:00,88.7,58,93.8,63
2025-08-24 18:00:00,88.3,58,92.2,63
2025-08-24 19:00:00,87.6,61,91.4,63
2025-08-24 20:00:00,86.4,64,90.4,63
2025-08-24 21:00:00,86.0,64,90.2,24
2025-08-24 22:00:00,85.8,64,90.8,24
2025-08-24 23:00:00,85.6,64,91.3,24
2025-08-25 00:00:00,85.3,65,91.0,24
2025-08-25 01:00:00,85.1,66,90.9,24
2025-08-25 02:00:00,84.9,66,90.3,24
2025-08-25 03:00:00,84.8,67,90.3,32
2025-08-25 04:00:00,84.7,67,90.1,32
2025-08-25 05:00:00,84.6,68,90.0,32
2025-08-25 06:00:00,84.2,69,89.5,32
2025-08-25 07:00:00,83.7,71,89.0,32
2025-08-25 08:00:00,83.7,71,88.8,32
2025-08-25 09:00:00,84.4,69,89.2,53
2025-08-25 10:00:00,85.5,66,89.6,53
2025-08-25 11:00:00,86.5,63,90.6,53
2025-08-25 12:00:00,87.4,61,92.3,53
2025-08-25 13:00:00,88.3,60,93.6,53
2025-08-25 14:00:00,88.7,59,94.2,53
2025-08-25 15:00:00,88.8,58,94.1,43
2025-08-25 16:00:00,88.5,57,93.2,43
2025-08-25 17:00:00,88.2,57,92.0,43
2025-08-25 18:00:00,87.7,57,90.8,43
2025-08-25 19:00:00,87.2,58,91.1,43
2025-08-25 20:00:00,86.7,59,91.2,43
2025-08-25 21:00:00,86.4,60,91.3,15
2025-08-25 22:00:00,86.0,62,91.5,15
2025-08-25 23:00:00,85.6,63,91.3,15
2025-08-26 00:00:00,85.4,64,90.8,15
2025-08-26 01:00:00,85.1,64,90.0,15
2025-08-26 02:00:00,84.9,65,89.9,15
2025-08-26 03:00:00,84.7,66,89.9,15
2025-08-26 04:00:00,84.6,67,89.8,15
2025-08-26 05:00:00,84.4,68,89.6,15
2025-08-26 06:00:00,84.2,68,89.1,15
2025-08-26 07:00:00,84.0,67,88.0,15
2025-08-26 08:00:00,84.2,65,87.4,15
2025-08-26 09:00:00,84.7,59,87.2,25
2025-08-26 10:00:00,85.6,51,87.3,25
2025-08-26 11:00:00,86.5,45,88.5,25
2025-08-26 12:00:00,88.1,42,91.9,25
2025-08-26 13:00:00,90.0,41,94.8,25
2025-08-26 14:00:00,91.0,41,95.5,25
2025-08-26 15:00:00,90.9,41,93.9,33
2025-08-26 16:00:00,90.1,42,91.2,33
2025-08-26 17:00:00,89.2,42,88.3,33
2025-08-26 18:00:00,88.7,42,86.5,33
2025-08-26 19:00:00,88.3,42,86.6,33
2025-08-26 20:00:00,87.8,42,86.6,33
2025-08-26 21:00:00,87.5,41,85.9,18
2025-08-26 22:00:00,87.3,41,85.3,18
2025-08-26 23:00:00,86.7,40,84.5,18
